poolId,ticker,stakeAmount,"21,513,965,191,494,200",Cumulative,Bifrost stakeAmount,"17,242,689,233,737,000",Cumulative,51%
pool1nt65pu06tlggjeaer8862fdju98ddrrxa9wnw3k4lhfvgrrgt85,FIXA,"2,778,781,911,812",0.01%,97.48%,"2,778,781,911,812",0.01%,77.62%,
pool1gqvrgg7zycvf65ydkjeph72t0yx0f5ykzd9f477zh4f3smwk997,SAND,"2,774,733,835,814",0.01%,97.49%,"2,774,733,835,814",0.01%,77.64%,
pool18xykgvvvxej2e5ap04ks72d8fdke4qsqeh30satznyrtj88634d,TQWS,"2,738,947,741,249",0.01%,97.50%,"2,738,947,741,249",0.01%,77.65%,
pool1m3gg43uhtetn4hmw79u8836dyq8qe4cex8qnn6mks5egza7n6tp,ULTRA,"2,736,239,027,342",0.01%,97.52%,"2,736,239,027,342",0.01%,77.66%,
pool1v4xevkf7fx08pzy7atsk59dds6p0sdyl6xmhwf4mh79x6l5p6kx,DIVY,"2,721,889,274,005",0.01%,97.53%,"2,721,889,274,005",0.01%,77.68%,
pool127xwsah7jllutuhen8vl7sve5278h7hhxtnys3cl438dyhuwgjg,ARTZ,"2,700,441,097,027",0.01%,97.54%,"2,700,441,097,027",0.01%,77.69%,
pool1c2wf97p3j9gfvfjshj99ufxerpy3aznm8tzr2fd0ua465s26th4,P2P,"2,689,939,559,872",0.01%,97.55%,"2,689,939,559,872",0.01%,77.70%,
pool1ck8rqpxp7j8kyzutk856fnvgm8xsqmuh922wkeeg32ekjjrvtc0,ISPF,"2,684,726,183,980",0.01%,97.57%,"2,684,726,183,980",0.01%,77.71%,
pool15wj590e6gsmpmttrxjd0emck09a0h9tazd2ww77q6duyvg8lyum,HUSKY,"2,671,334,227,153",0.01%,97.58%,"2,671,334,227,153",0.01%,77.73%,
pool1egunxfppwtglyu3t864uq76y0zu05s7pjda3e9g95nwlwc5ye2h,AUSST,"2,634,198,268,881",0.01%,97.59%,"2,634,198,268,881",0.01%,77.74%,
pool10mf43thtl3keag50mrlvqa78xkwg7harmu4w5yzr3k7jvw0ap43,JORGE,"2,628,479,612,700",0.01%,97.60%,"2,628,479,612,700",0.01%,77.75%,
pool1w3xys99a8xmwcwse4tqpqmyqqzykryfc4w7cvvjusej0vnxdlrf,THANK,"2,600,832,986,781",0.01%,97.62%,"2,600,832,986,781",0.01%,77.76%,
pool1dxkf7k3qwnpgpxqfye8y9jvk7lver3fk8dq7c4dpzezyyx8cf5c,SPACE,"2,587,221,346,555",0.01%,97.63%,"2,587,221,346,555",0.01%,77.77%,
pool1chfk2749hyrwqqpj9fapredjsgw3fdauyxw3hn82kavqva6nv3w,KSP,"2,567,718,699,811",0.01%,97.64%,"2,567,718,699,811",0.01%,77.79%,
pool15m78a3nfcepn8ekyzx6sa8yexg7cqseer2ktu26f7l9jjq0e502,NOBI,"2,563,663,785,366",0.01%,97.65%,"2,563,663,785,366",0.01%,77.80%,
pool1vpa84enqxhh5hnyypeqfshsgqhnjfzyddgq7z4tfmavh68c9s9p,CHAOS,"2,556,888,610,786",0.01%,97.66%,"2,556,888,610,786",0.01%,77.81%,
pool1uu65k00dp467qsszmqwl6udwnet3zszgx8n3kmn2aq84sae8ha9,NVL,"2,555,664,424,306",0.01%,97.68%,"2,555,664,424,306",0.01%,77.82%,
pool1r8938r4ts8f4t8nsp9xl9dktzapt7f67jgpsp4wrju39xrdnaye,VENUS,"2,550,051,377,478",0.01%,97.69%,"2,550,051,377,478",0.01%,77.83%,
pool1arsqn9w87wpqlm0sre66gs79dcs0jmwulytgke3vut7u62lttu7,LATIN,"2,545,661,735,276",0.01%,97.70%,"2,545,661,735,276",0.01%,77.85%,
pool1kvd03hq8kp0hnxq9lq598a5amrvauj9m386rwx7ydawvjdskwnh,CAKE,"2,530,309,897,023",0.01%,97.71%,"2,530,309,897,023",0.01%,77.86%,
pool1py2uxkvuj926h42s40wxl26dh0ggaq882v4m0hkd99m86vzmwnz,EARTH,"2,528,063,076,005",0.01%,97.72%,"2,528,063,076,005",0.01%,77.87%,
pool1gm4mcrf8mytfetsj6ykulrmv4j70y7fhceawgdg2h09t5rtt7cf,ALTZ,"2,520,543,127,881",0.01%,97.73%,"2,520,543,127,881",0.01%,77.88%,
pool1cew2q6pge250exctkq26lyl0w95923xxa54thd79nv8xy9j3xe6,ARRA,"2,495,850,457,817",0.01%,97.75%,"2,495,850,457,817",0.01%,77.89%,
pool1hfn7yuwfyhmmqe4qpaxfewuly7cnemc6kqkv5npytj9vcrskh6j,AMINT,"2,487,304,811,752",0.01%,97.76%,"2,487,304,811,752",0.01%,77.90%,
pool1n6z7rf722heq35v2dxvstfwezgdt8cv0mftpv4r9jay3wjk2kkt,YKSP,"2,487,252,770,642",0.01%,97.77%,"2,487,252,770,642",0.01%,77.92%,
pool1jmx55w5ydjkn4xd58gmr9xgt5t46ngs48aek779t92e7zcqfw97,AAATO,"2,483,050,188,208",0.01%,97.78%,"2,483,050,188,208",0.01%,77.93%,
pool1c2utlagkpht4zj0jetsf245c258geuxnjqp9kf4f2z9rutx9dz4,QCPOL,"2,461,383,815,740",0.01%,97.79%,"2,461,383,815,740",0.01%,77.94%,
pool1jsxk3ymqv2gdc6mhqk52544g2aun4zhq5wgx6n32l5s3jlne70n,AKYO,"2,448,168,910,911",0.01%,97.80%,"2,448,168,910,911",0.01%,77.95%,
pool18vj02k4taarxxsdr36jxftcc5x270vsysp078j0n3v0njh0dt9x,SODM,"2,429,603,496,725",0.01%,97.81%,"2,429,603,496,725",0.01%,77.96%,
pool1e4tjrl3ve7dcqwa70pexds6f8llk0txx09gm3r4m472ej4p6473,1PCT8,"2,412,840,427,428",0.01%,97.83%,"2,412,840,427,428",0.01%,77.97%,
pool1we0xjccr3vc4ypnmhzsgwp7sxpsytu8dtv0syeqmtrllvcex68q,JUNO,"2,393,773,964,924",0.01%,97.84%,"2,393,773,964,924",0.01%,77.98%,
pool1wxn9nsl8rvxa6r8e5eaak0ml6etfxnz2n9vqrmsw5nzgyexgkrn,,"2,393,756,623,614",0.01%,97.85%,"2,393,756,623,614",0.01%,77.99%,
pool1aq2kqdp9xf9w47vttvmqnahwd4scz2qyddsr9l4mfru4qddg3kr,NMKR,"2,353,670,238,177",0.01%,97.86%,"2,353,670,238,177",0.01%,78.01%,
pool1efxh54fk0dj5uu2e4eu08klxl5ys3saphv3kec33kw3xv8738sc,KRONO,"2,348,157,878,473",0.01%,97.87%,"2,348,157,878,473",0.01%,78.02%,
pool185ev4czpm5hc9xud25xlcz5lhpnl2jztqas6mgxujqke7j5mdzc,ALDIA,"2,345,843,438,716",0.01%,97.88%,"2,345,843,438,716",0.01%,78.03%,
pool10q2fhzwe4f5k2llny65z5z2fuhrpk3x56fdc0782djdq58p9uee,KURIS,"2,344,938,398,336",0.01%,97.89%,"2,344,938,398,336",0.01%,78.04%,
pool1fkg3cr9en57ccsmnde20eevkaeu3elp0h4yyqk3udkkxzhl70ju,ADMON,"2,328,609,607,608",0.01%,97.90%,"2,328,609,607,608",0.01%,78.05%,
pool1lrnyqdlrj97d0ju5j6d9xa8prw0xeyumfd53rz5wk3gf7czqzjz,TYGAR,"2,316,200,542,756",0.01%,97.91%,"2,316,200,542,756",0.01%,78.06%,
pool1cg559cdc25fkvs73umj6w5nxlwy3mpmj02xt7p4v69eqs5ncz9k,WOOF,"2,292,572,718,154",0.01%,97.92%,"2,292,572,718,154",0.01%,78.07%,
pool1dkww2vlysa8lsnuf5rca979zdsyr3zvt59hu7e420yxfunkka2z,TRUE,"2,283,835,588,610",0.01%,97.93%,"2,283,835,588,610",0.01%,78.08%,
pool1lmzhzkdvkh67a8hjcexlhajkk8f7kz2tf35frjut6creqs2kedg,HRDIB,"2,279,753,184,485",0.01%,97.94%,"2,279,753,184,485",0.01%,78.09%,
pool1j3umdcuxcewcxz98wm3sx5xqwgxx0v7z376xyjfq4jgejpvv8fz,MASTR,"2,277,179,715,810",0.01%,97.96%,"2,277,179,715,810",0.01%,78.10%,
pool19ru9alj7n5anmzs0f9gpzlj8kaq44yhcp45mldjvldxck8f6yg6,XRAY4,"2,244,514,961,599",0.01%,97.97%,"2,244,514,961,599",0.01%,78.11%,
pool1fk7lk6x7j6jkxuvl0het8nmunra4g7370mw29f286dv9ylegutq,WISH,"2,237,217,706,853",0.01%,97.98%,"2,237,217,706,853",0.01%,78.12%,
pool19rz6ve8nz6uvq97yspwh3fvt7w03dsjsnmft6du83hvtc324dus,DGK,"2,215,835,199,871",0.01%,97.99%,"2,215,835,199,871",0.01%,78.13%,
pool1lx7hdfz430vmrwhkrdgxu8c0xclffltavmkejpqzzz4ax0lnfvd,NIGHT,"2,207,706,474,391",0.01%,98.00%,"2,207,706,474,391",0.01%,78.14%,
pool1af7dmzgcyp9kc5lyrtrtpsce58l6j5cjvc8wavkwmzlr53ym50v,SHARE,"2,202,539,815,777",0.01%,98.01%,"2,202,539,815,777",0.01%,78.15%,
pool1qqq9tqyj69j9kygpxza3h82ynh8d0xlueucnu2yqum8nse8hj7y,SION,"2,194,713,246,492",0.01%,98.02%,"2,194,713,246,492",0.01%,78.16%,
pool1n4fq4gw6snzqjep3pylj8dc6aaa4xgn78gl58k360dqdw6a58g8,PEPE,"2,187,228,984,138",0.01%,98.03%,"2,187,228,984,138",0.01%,78.17%,
pool1ncg357pkgx29g6jrwunk94pwxe409ktxyrw8s0k66vwkc4qdgnu,BIMI1,"2,169,965,554,046",0.01%,98.04%,"2,169,965,554,046",0.01%,78.18%,
pool1cjz6kg9a8ug9uk0nc59q60a67c2628ms58rd98gq587jwa2x5qt,GENS1,"2,169,748,316,109",0.01%,98.05%,"2,169,748,316,109",0.01%,78.19%,
pool1twd9vvegn3fqq0f4n08p3aml2ud8q87njs49900rycj4sr5hhcy,AOAUS,"2,149,960,526,788",0.01%,98.06%,"2,149,960,526,788",0.01%,78.20%,
pool1xc6la5z92seku86c4rdnuvxjdc3fh8pdtanlgxdy99cxjrkhzkd,,"2,139,766,562,145",0.01%,98.07%,"2,139,766,562,145",0.01%,78.21%,
pool1l5kwfudnqrhw3k4lwzcppu36nun9puvvr7xnanuz8a2zx4jaek5,ADOPT,"2,139,379,771,012",0.01%,98.08%,"2,139,379,771,012",0.01%,78.22%,
pool104hlwrk98e6h07e05ywee3thn379ddmmfveje8d6cuvp54zcah6,ADASC,"2,119,122,430,341",0.01%,98.09%,"2,119,122,430,341",0.01%,78.23%,
pool189lfh7azuvxu0hyskwahnp35rtez0mzhsmule3742p3jkza00cq,SEBI,"2,101,702,024,648",0.01%,98.10%,"2,101,702,024,648",0.01%,78.24%,
pool1ekhy5xsgjaq38em75vevk8df0k0rljju77tljw288ys5kumqce5,,"2,072,675,470,128",0.01%,98.11%,"2,072,675,470,128",0.01%,78.25%,
pool1f6lnuxzw90mmd399nxqjvzyyxgmf4h3cp7j6pp5s7xmps86arct,DYNO,"2,054,064,141,099",0.01%,98.12%,"2,054,064,141,099",0.01%,78.26%,
pool1h4gwh638485yd0xcw0pkrm935nvm4aecqsxjx2yzzz0u6dfj73q,SEBA,"2,045,664,779,393",0.01%,98.13%,"2,045,664,779,393",0.01%,78.27%,
pool1jgwu8lq3dqddnnx7prymcgcyrqy0fdlghg33he2hmw9t2gma3zd,KIWI,"2,040,876,633,845",0.01%,98.14%,"2,040,876,633,845",0.01%,78.28%,
pool193rdch53x9c53rmftlqgzj22vmz6w8z8hhut2ckzd2zej45zpap,ALLEY,"2,033,585,818,002",0.01%,98.14%,"2,033,585,818,002",0.01%,78.29%,
pool190a9js7lk9lvmrngre7w268z9tz9xs9yz77audvw8ag4jerfdhx,307,"2,029,704,707,714",0.01%,98.15%,"2,029,704,707,714",0.01%,78.30%,
pool1utqhj9g53a5cwg7tyd8neky7jvjlgzuf470adc0e69cp5uuquzx,ZW3RK,"2,029,047,695,554",0.01%,98.16%,"2,029,047,695,554",0.01%,78.31%,
pool1l54qvzlg2jfalkcram9kxsa8vcmgy0fz845q5gptjq8k20kzg2r,RADAR,"2,025,258,751,957",0.01%,98.17%,"2,025,258,751,957",0.01%,78.32%,
pool1ch3k0e07dhqwum847sa02cyecrp000a6egdx89fz5rza230jhlp,ZAM,"2,021,084,981,246",0.01%,98.18%,"2,021,084,981,246",0.01%,78.33%,
pool1dww6s8stvm7dl2n8740s3v5rnxmsuqcl8jcnu64g7cds5w29pft,1PCT3,"2,020,273,263,103",0.01%,98.19%,"2,020,273,263,103",0.01%,78.34%,
pool1jv4yvr5edp7qp690hk3qfudwmw28n2wygjxyhaecqkzeqh0wlem,WEED,"2,007,383,146,815",0.01%,98.20%,"2,007,383,146,815",0.01%,78.35%,
pool1n7s5kpymwd0zsld8q23tpf7z5esjaqwmnnzzssee5630zpx5ww0,RABIT,"1,998,212,958,836",0.01%,98.21%,"1,998,212,958,836",0.01%,78.36%,
pool1q2fh3cl6rx0wv5gry4qx5l4h65qpjf7x99xmq66nqj2fj5g6u9z,ASTCH,"1,964,314,692,398",0.01%,98.22%,"1,964,314,692,398",0.01%,78.37%,
pool1tc6cy0cqknsm49cvsz0mksajfvlmh3vvcp8ngtmspycgx932w6g,TGEM,"1,957,318,431,163",0.01%,98.23%,"1,957,318,431,163",0.01%,78.38%,
pool1helzgcd9sjm9xtyh9mw2wy06gekh6r52s6mx987q0p8lvklwura,,"1,947,454,112,860",0.01%,98.24%,"1,947,454,112,860",0.01%,78.38%,
pool16qr7dz5q4vwf3n87t4lmr0d2zlr5knexpdzkuk4trc8dwed7aw3,YASP,"1,943,272,300,106",0.01%,98.25%,"1,943,272,300,106",0.01%,78.39%,
pool1xvaagsvl9prlr20hvg2qv434yss5c88r2ml6n43wcpepxmw85lj,DCONE,"1,942,831,393,157",0.01%,98.26%,"1,942,831,393,157",0.01%,78.40%,
pool1gq07hfmull6etsr23l36cvwgfkym6jqn4q2dz5vz4y446yat70t,MKM,"1,941,746,450,507",0.01%,98.26%,"1,941,746,450,507",0.01%,78.41%,
pool1gztqypddgmycs0fjat62k5f2kt4zjck4l4f2ffrsmagj2w8zkq3,SGEN,"1,938,632,056,255",0.01%,98.27%,"1,938,632,056,255",0.01%,78.42%,
pool1dqlgn7smehsnj5ztz8almy2036lfhrdjv79nmg9tmje0zzt620h,POA,"1,927,026,635,552",0.01%,98.28%,"1,927,026,635,552",0.01%,78.43%,
pool1030vz0wxheg0dvarr8hmeavelpszmp52qucs68c7wc9uga6n6e4,ROMER,"1,898,906,662,788",0.01%,98.29%,"1,898,906,662,788",0.01%,78.44%,
pool104v7kzpq86r0wnfsz8r7jeld2raap92qq84trjcqk62zyh9akqt,SEAL,"1,861,151,006,659",0.01%,98.30%,"1,861,151,006,659",0.01%,78.45%,
pool18p7p752cjnf9z8g70ygkre5cstwmgfatzuqm0tm3n2xf739j8k8,SAGAN,"1,853,907,449,942",0.01%,98.31%,"1,853,907,449,942",0.01%,78.46%,
pool1j3kzujz0m07detlksr26sx7smft8xn280695zgu60zjhge9566f,TCSP1,"1,848,735,448,927",0.01%,98.32%,"1,848,735,448,927",0.01%,78.46%,
pool12dcwy586prq83qggtfvaxwdpys9dw4sl2yahrdjyjxsqzcq84rk,,"1,842,894,480,992",0.01%,98.33%,"1,842,894,480,992",0.01%,78.47%,
pool18heqrjtge2emf2hes4mdxkr76y99zztkqk4qtjr9dul0vuur0yu,RX78,"1,838,944,963,607",0.01%,98.33%,"1,838,944,963,607",0.01%,78.48%,
pool1nhd907krga9dh69kf0jg4tl0764rravepy337gptvsknxyyx94k,TOPO⚡,"1,838,240,084,480",0.01%,98.34%,"1,838,240,084,480",0.01%,78.49%,
pool1gr7jlqk9kmhwuztdwcwf6nyr2teeq9r8h4y62ev0xrrvyvwly64,NEWMX,"1,824,419,786,948",0.01%,98.35%,"1,824,419,786,948",0.01%,78.50%,
pool1mcvq2z34f9cfdmkd97famsh20ekqtndw246ny5e8ug3mxfdf4zq,HIVE,"1,819,244,515,085",0.01%,98.36%,"1,819,244,515,085",0.01%,78.51%,
pool14qpadfdjzw6jkwxy67uhey6tjpyppsmwgz5awfsxwrtpsecslpc,BEADA,"1,782,809,863,697",0.01%,98.37%,"1,782,809,863,697",0.01%,78.51%,
pool1je2n5smmnyn3lh92xrp8nepjyfp596ypga6pmdecwtcrcj9uvec,YOADA,"1,774,514,606,391",0.01%,98.38%,"1,774,514,606,391",0.01%,78.52%,
pool1jayej3rwf5ynfmmu7583x3w2j73dcedtflgnazdezfn3kl6062x,TAX,"1,769,067,088,633",0.01%,98.38%,"1,769,067,088,633",0.01%,78.53%,
pool1pf6yhzdr9vpct5rc3dtwersl4lyuglp80l4jc67kf2qj29xjg2u,TAVN,"1,762,927,628,941",0.01%,98.39%,"1,762,927,628,941",0.01%,78.54%,
pool1k99yncea8tq9pfeks3yymyj6fwjf4apx0s490j09m4y66vtyufr,PUMP,"1,756,850,127,528",0.01%,98.40%,"1,756,850,127,528",0.01%,78.55%,
pool1zkdaju2rjefa52uh6yh6etsxla0x6aqs6p6wm245y5szk7k3msd,A3C,"1,748,304,040,989",0.01%,98.41%,"1,748,304,040,989",0.01%,78.56%,
pool1gpz25s2aasmqnh9tg8a2rxmyxuvmj5s779htxk295e9ajnzjflc,MUGGY,"1,742,372,799,484",0.01%,98.42%,"1,742,372,799,484",0.01%,78.56%,
pool15zn2lqq4849ujttuthaycpamnyr8ae9k2pn2fkrlfzzsx4ek0tc,LABO,"1,731,360,042,473",0.01%,98.43%,"1,731,360,042,473",0.01%,78.57%,
pool1rj6apcqxcvavaxp22f75zs9upphena7ntsnut2efvq98g4404up,APP,"1,713,601,983,653",0.01%,98.43%,"1,713,601,983,653",0.01%,78.58%,
pool1568zhphxsnj5mfszwgta5zlvulu67g8f4jn6d3xs2tvas8ffu76,PSPJ,"1,711,445,527,747",0.01%,98.44%,"1,711,445,527,747",0.01%,78.59%,
pool1vqm5n5d503uumuc89s5y4wuczrwe3tlgylt2u2uj7y276avr5pl,BIO,"1,693,677,877,940",0.01%,98.45%,"1,693,677,877,940",0.01%,78.60%,
pool1gu33fszp9ek0w9fkdt2xpnp4vznvvv2vhktc0dypa8fr53lc9pc,TESLA,"1,680,480,080,517",0.01%,98.46%,"1,680,480,080,517",0.01%,78.60%,
pool150hft90uw7tzr9uvj7tqkjp4u98a9hl20llj3n9ew76kkfm768r,MONKY,"1,679,632,420,910",0.01%,98.46%,"1,679,632,420,910",0.01%,78.61%,
pool1m83drqwlugdt9jn7jkz8hx3pne53acfkd539d9cj8yr92dr4k9y,BKIND,"1,678,968,318,214",0.01%,98.47%,"1,678,968,318,214",0.01%,78.62%,
pool14ajz2t680q2c7tekek3eqazhnapfl3l4w3cep9tnh9ym6jhph8m,CST,"1,678,390,484,783",0.01%,98.48%,"1,678,390,484,783",0.01%,78.63%,
pool19v4jgpxxl72eaq8pefctatvts3gkhtyzd8nwvzskkm3mkdv2tpy,ONLY,"1,669,729,273,195",0.01%,98.49%,"1,669,729,273,195",0.01%,78.63%,
pool18t0u9vf408ftjf9xdpj47gdwkeq3jz3jqyshumm7fvtfkcq7ul7,KAPY,"1,663,693,867,754",0.01%,98.50%,"1,663,693,867,754",0.01%,78.64%,
pool1js570lkcs6t3pwsj3eda0zz43mc5gm922ae5rdxcfn84gu5uyrg,ASSET,"1,663,189,177,821",0.01%,98.50%,"1,663,189,177,821",0.01%,78.65%,
pool1q8fqknvzyj9p4ezhxqdghlc7rnmwvwuku9eevgvl25cpjy385gg,PORTO,"1,660,196,035,490",0.01%,98.51%,"1,660,196,035,490",0.01%,78.66%,
pool1dqhaw0h2f4ehpdhh57quszcj22qhkglhg6yvaf39w3clxdl2kpy,CHEF,"1,656,635,990,342",0.01%,98.52%,"1,656,635,990,342",0.01%,78.67%,
pool1cpr59c88ps8499gtgegr3muhclr7dln35g9a3rqmv4dkxg9n3h8,LACE,"1,656,577,317,461",0.01%,98.53%,"1,656,577,317,461",0.01%,78.67%,
pool1p3chxyfv5cfk95hwq5zqjuljrpyk3uk5ua5alpn8rjgkkvvy8ne,IAMX,"1,626,915,248,883",0.01%,98.53%,"1,626,915,248,883",0.01%,78.68%,
pool1yd67lvc04eztwrpnefqh3g4dsydmezwgrg6ce4km728v6sg8zwf,FRADA,"1,615,008,435,870",0.01%,98.54%,"1,615,008,435,870",0.01%,78.69%,
pool1phc0dedrry2jp2s2tqngcw87vzx3mychvm7qqe3470etzsf3ph7,BROCK,"1,593,595,764,946",0.01%,98.55%,"1,593,595,764,946",0.01%,78.70%,
pool1cmqpzlsrrjup8zg6qaperz868u64dlt7uvvdszsr658mvzz9qq0,TREK,"1,589,398,566,919",0.01%,98.56%,"1,589,398,566,919",0.01%,78.70%,
pool1dy7tz7eyf2qal2jcns4qwm4xqn34gc4rj9dz34kfs6zuju477k7,CSP,"1,556,660,898,050",0.01%,98.56%,"1,556,660,898,050",0.01%,78.71%,
pool1sdvrd0sxh2mprqc3m9zmvrfccavzpz9r2uancg866hpec7nnt0s,FIALA,"1,554,339,132,869",0.01%,98.57%,"1,554,339,132,869",0.01%,78.72%,
pool1q7wrwstqkzhrffdzpw8ftfd4epmxywdjnp8384atjcnezchv242,SPEC,"1,547,138,002,975",0.01%,98.58%,"1,547,138,002,975",0.01%,78.72%,
pool1qeqylk3pnenvt3j4mah2dafcnd3h8uc3fqhvfzrxlxf3xuvdvvp,LILIE,"1,532,655,586,473",0.01%,98.59%,"1,532,655,586,473",0.01%,78.73%,
pool1vflcm2fde9qyzcr0lkkv4httte3xep6sycasrtaxw6rt2me3vwp,OKNW,"1,529,031,649,564",0.01%,98.59%,"1,529,031,649,564",0.01%,78.74%,
pool1sm2kmdn4f9rat3kl67y9drqcnnqc34zg4f4ufmnrfaj45gcv89d,LTES,"1,528,541,115,744",0.01%,98.60%,"1,528,541,115,744",0.01%,78.75%,
pool1qqqqx69ztfvd83rtafs3mk4lwanehrglmp2vwkjpaguecs2t4c2,WOLF,"1,526,715,898,288",0.01%,98.61%,"1,526,715,898,288",0.01%,78.75%,
pool1qqenhz258k5k9nyjull6gkzg7s4f3ae8v7qxwpegeef9v0nsy3e,CHRTY,"1,521,871,337,265",0.01%,98.61%,"1,521,871,337,265",0.01%,78.76%,
pool1sfjdu0xmz7vdmp6cufxd55gprp95g4p703zzr3upt70dst0fur2,,"1,519,935,174,172",0.01%,98.62%,"1,519,935,174,172",0.01%,78.77%,
pool128r8qqgl9zgy3ff4759a2qslyauu5takaec3nxx4a6mvj3ys8da,BTCAO,"1,516,344,177,830",0.01%,98.63%,"1,516,344,177,830",0.01%,78.77%,
pool1zwqrrwpr5zx7c3f4ukpu4r4fz5c2hkwx9vwqka5068urgqvpjzr,CAR,"1,509,879,395,905",0.01%,98.64%,"1,509,879,395,905",0.01%,78.78%,
pool1fwhu9w2z82n5r7hdeu8ayl9tywraursthd78mxxekr6zzdjgpkm,MARS,"1,509,805,999,373",0.01%,98.64%,"1,509,805,999,373",0.01%,78.79%,
pool1p627hhec2ha6wu6ql377c3hv4mjd26w7ll0xyw2ezgnu6nyl0a4,PMW,"1,504,157,826,800",0.01%,98.65%,"1,504,157,826,800",0.01%,78.80%,
pool1jezf7dcx26edfpxmpuh05yen64a9cj44xm2ggsapcxrtqewfek2,CURRY,"1,502,216,555,705",0.01%,98.66%,"1,502,216,555,705",0.01%,78.80%,
pool12n6lycv28kjtkzecfz2a3uujyxy6ewuwjcmjq84my67psqmgagv,MANT,"1,499,458,948,849",0.01%,98.66%,"1,499,458,948,849",0.01%,78.81%,
pool1030as3pp5684ghgf4kzcpv4p2jnmkmme7j363t95690zwxp7wa0,888,"1,498,720,032,302",0.01%,98.67%,"1,498,720,032,302",0.01%,78.82%,
pool19rjjay24ez2ezgqkyqvna6uwc5ur9lt489gwvrv7ve5exlcld3x,MBCG,"1,485,583,466,746",0.01%,98.68%,"1,485,583,466,746",0.01%,78.82%,
pool1vc8jhqtwjrjwsfk6a0enx47hd2ufg98c34ta6lvl0zv0uhpech9,MDS,"1,484,487,130,413",0.01%,98.68%,"1,484,487,130,413",0.01%,78.83%,
pool1ktgug7wwf9k4hcsuk68ftkh8xs5n0333fzxyw9sagz8njhlskgm,TREE,"1,477,862,984,733",0.01%,98.69%,"1,477,862,984,733",0.01%,78.84%,
pool1j742gcsul7u8c05rsqmkgpkvj5qadj0pew69nctu6crqy9wjjn4,BONE,"1,476,287,510,689",0.01%,98.70%,"1,476,287,510,689",0.01%,78.84%,
pool1upa4pa4qmcgaps4uactx9eas44rfwk9h0rxgua3l4xnf6wevfkt,FMS,"1,475,529,812,073",0.01%,98.70%,"1,475,529,812,073",0.01%,78.85%,
pool1ezh8sewqgzy7267yvy0jssz8q7amce37x3dhmfl22j8lwz6wjrd,DAN2,"1,446,107,825,372",0.01%,98.71%,"1,446,107,825,372",0.01%,78.86%,
pool1gxvkc0576e75065p5k0csvwme9y2qrefd5ga66nx0z65xxjt8jk,,"1,435,315,029,047",0.01%,98.72%,"1,435,315,029,047",0.01%,78.86%,
pool1u2lghnv4ae3zy73ysjlgvxwj7tuqpmyfavk74j48g0gnqnyc692,ADEN,"1,423,281,905,281",0.01%,98.72%,"1,423,281,905,281",0.01%,78.87%,
pool1p82vmqednsalje23mpnz9u3qt9ruj79xu83mr6p8t93fw5fcu3y,RCADA,"1,421,896,309,230",0.01%,98.73%,"1,421,896,309,230",0.01%,78.88%,
pool17ynruzy9lvq0x55ks22vtf4lrrdrw2ucydh4tfzhg9kkyeaw8nf,ASN,"1,415,444,441,938",0.01%,98.74%,"1,415,444,441,938",0.01%,78.88%,
pool1wnpac2c9am0h3yx2luh9tlsdhcpz2tmfyqjm8g8f67afk7fa6mh,FNX,"1,406,400,445,232",0.01%,98.74%,"1,406,400,445,232",0.01%,78.89%,
pool18jrsaddmrwtrdycydmk3zv0fxawnv0q8xh7f6fyp2r247zz9tc5,,"1,403,719,770,312",0.01%,98.75%,"1,403,719,770,312",0.01%,78.90%,
pool1yyv7vx5zhhsd60jp4tl72vpznwvpvjp35m4z7jr42ugkxmndyv5,AZTEC,"1,403,411,932,611",0.01%,98.76%,"1,403,411,932,611",0.01%,78.90%,
pool18mnua97ndq302yw2c6aaw6msx5rgf79mfnk4xe5y92tvjl45etl,CAHLI,"1,402,302,447,102",0.01%,98.76%,"1,402,302,447,102",0.01%,78.91%,
pool19ut4284xy9p82dd0cglzxweddfqw73yennkjk6mmp650chnr6lz,ELEMT,"1,401,326,054,349",0.01%,98.77%,"1,401,326,054,349",0.01%,78.92%,
pool1sf784g6eje8vzq9f5wu583eurhfq2ee9hzyhl46yezkuqqtmw07,NOVA,"1,400,770,478,246",0.01%,98.78%,"1,400,770,478,246",0.01%,78.92%,
pool1mhww3q6d7qssj5j2add05r7cyr7znyswe2g6vd23anpx5sh6z8d,GMBL,"1,398,182,027,445",0.01%,98.78%,"1,398,182,027,445",0.01%,78.93%,
pool180fejev4xgwe2y53ky0pxvgxr3wcvkweu6feq5mdljfzcsmtg6u,CHIEN,"1,395,618,198,462",0.01%,98.79%,"1,395,618,198,462",0.01%,78.94%,
pool1n940lfxkd7z73qzj5y554yrletrmgg5x2eya9tpglh3uwcqfnud,FUNON,"1,380,302,310,933",0.01%,98.80%,"1,380,302,310,933",0.01%,78.94%,
pool1x7j89z3n7y7g8syk06nahcrwkdphhw6dymt8r3gf8ulyksrzh5t,ALLIN,"1,378,314,525,346",0.01%,98.80%,"1,378,314,525,346",0.01%,78.95%,
pool1ntwurms3f0j4kqe5wfpg9chlasylp0lmuw72m4fn66vnuyrvs8v,MANGO,"1,372,145,098,738",0.01%,98.81%,"1,372,145,098,738",0.01%,78.96%,
pool194lhpd5e6a8n8n0zce5hg9f5279pqecd86yl0ytf8nztk2x9unv,ARTMS,"1,367,358,315,798",0.01%,98.82%,"1,367,358,315,798",0.01%,78.96%,
