poolId,ticker,stakeAmount,"21,513,965,191,494,200",Cumulative,Bifrost stakeAmount,"17,242,689,233,737,000",Cumulative,51%
pool1wn5cmtuzkgqfnh6htjplu7uleq5qxk4thc6wtm2fjrgmspqutaj,,"27,532,178,677",0.00%,99.98%,"27,532,178,677",0.00%,80.13%,
pool1cyha5jsy6g06w699tw4awy2jw7gxj0azm38yzetr7zls7rkl0t0,PLUTS,"27,419,948,506",0.00%,99.98%,"27,419,948,506",0.00%,80.13%,
pool1yenqraf3znn07qmvtd8wg23fymsr0vsme7ry2475r48vk6ss0z2,STAKE,"27,316,739,420",0.00%,99.98%,"27,316,739,420",0.00%,80.13%,
pool1akt37u42nfegyf3atv6c3c64da7dwa9grt9kjxa8zwj9qr4y8u2,LAMP,"26,835,035,310",0.00%,99.98%,"26,835,035,310",0.00%,80.13%,
pool1u3despkvw4sqeq2fv9ufrh5dxacf8vm0aax00elkdeelymg7f38,,"26,713,955,798",0.00%,99.98%,"26,713,955,798",0.00%,80.13%,
pool17k2dpgvx8spkdhgf5j7x5u7pqjpvlwa76sugwen8l3xtk7kq3c4,,"26,707,701,660",0.00%,99.98%,"26,707,701,660",0.00%,80.13%,
pool1xt2nyju82ea3pz33e5sqwgjx05ks623tkmuw8jvlca3kzmz9mud,,"26,498,178,029",0.00%,99.98%,"26,498,178,029",0.00%,80.13%,
pool18e545ehldchd8qr8qx7q7m5dljzaky2twxrynx2z29ru2mt6pv4,BD4,"26,457,229,274",0.00%,99.98%,"26,457,229,274",0.00%,80.13%,
pool1wp9p6rlpratng7rhrvyz6mcjqsl04laxxvvuu06umc5vghacqa4,BNP,"26,372,549,579",0.00%,99.98%,"26,372,549,579",0.00%,80.13%,
pool14kd9lt3gsdhv48j9w4vgcufw0txdvz932xwh9dapkpv2c0j4ytd,FRNTR,"26,046,378,685",0.00%,99.98%,"26,046,378,685",0.00%,80.13%,
pool1zy0mg8thm4au4cqaz5gz4ah9ms6894e2vqkl9a6l2uq4vas3yam,,"25,843,549,105",0.00%,99.98%,"25,843,549,105",0.00%,80.13%,
pool15l4plz3r2lm5x48lz78ph7qh8w89zd7ewrg62gvwv7u7kw6tmns,,"25,539,160,274",0.00%,99.98%,"25,539,160,274",0.00%,80.13%,
pool14mfq8s3gspe8sdka6cgkm6jzgd644dvw2av5kqa8w4havs9e57u,,"25,260,930,066",0.00%,99.98%,"25,260,930,066",0.00%,80.13%,
pool1k0sdhxunrkpv6dqdhhn3wkul8ytxhskt9erw94h66xe46nsqp0c,ON1,"25,224,752,545",0.00%,99.98%,"25,224,752,545",0.00%,80.13%,
pool15krrlqfd3uc8nea2tw8z3wl2v0fny4enhu3q892988zv7dhv0vk,,"25,185,904,207",0.00%,99.98%,"25,185,904,207",0.00%,80.13%,
pool1yvwry5gmqta5tug7gjmfr33c2whdjf88tfykqckaxsdcgcd482q,ZENA,"25,135,176,470",0.00%,99.98%,"25,135,176,470",0.00%,80.13%,
pool128sj7hpet8874ycvxml85wlv9eyd8pehjhnj3clcvhrr5g5s9qj,BIZ,"25,021,369,300",0.00%,99.98%,"25,021,369,300",0.00%,80.13%,
pool1rrzlme4g2r49x7tcesdkuk5wqv5ks2dkq3ptapgnclgvkcxy9sc,DDP,"25,012,719,466",0.00%,99.98%,"25,012,719,466",0.00%,80.13%,
pool1ah6f5h5xss3qcc5wv5smvkwsqrqz2v2v4u0pvmrrttzs6z52kx8,FGMTE,"24,966,534,443",0.00%,99.98%,"24,966,534,443",0.00%,80.13%,
pool1wp7vqk4mkx0w0wxzpy8avhft4qwcg60xldwem2uh9n4pw777fhz,,"24,852,735,726",0.00%,99.98%,"24,852,735,726",0.00%,80.13%,
pool15zvek3jke3z2uml5xeztl6wt56zuye5ne9caadz8mjn9ykyuu8n,SENTI,"24,764,431,747",0.00%,99.98%,"24,764,431,747",0.00%,80.13%,
pool1g7axcymry0dz86usn9np76gm2tankhh478k2x3uc7v0pugcv2xp,,"24,614,030,086",0.00%,99.98%,"24,614,030,086",0.00%,80.13%,
pool1kccqxg032r6dcqqpvmv87azttcug5ug6cur9pa7qkuwc5ze4pxa,HUDO,"24,383,561,699",0.00%,99.98%,"24,383,561,699",0.00%,80.13%,
pool1wggqaqs4pw2l4vml0k0p2kmvpq7pme3fl6smwc8cjjhvvuun9ww,XST,"24,353,561,284",0.00%,99.98%,"24,353,561,284",0.00%,80.13%,
pool1dntg2qvnf6sgr0fkjpqjfq5gckkmydqmjhctszgqx6fsv0gcufs,BLIFI,"24,349,113,907",0.00%,99.98%,"24,349,113,907",0.00%,80.13%,
pool1c38rf777lz0lweuz856xtetz2p2tfq04xfles089839tclt4dp3,,"24,314,759,422",0.00%,99.98%,"24,314,759,422",0.00%,80.13%,
pool1ygmlrra5qn95zw6afntvzxpdpzz67vtqjr4dmslerua2c092a6j,SSLDN,"23,632,695,445",0.00%,99.98%,"23,632,695,445",0.00%,80.13%,
pool1qcu4r9rw853pyvfznfeujfzxlku4xtvp8cas6c2y79hvuy22vl4,MPOL,"23,277,043,977",0.00%,99.98%,"23,277,043,977",0.00%,80.13%,
pool1687dfgyljnhamx05h6r04zdllv68exatshhd0jny4q56skc0926,TRUEC,"23,070,433,547",0.00%,99.98%,"23,070,433,547",0.00%,80.13%,
pool1vp5fev56urx924nyxj5qjvzcsh76e47c4lc8xruh0rdlv0n2kvt,REIT,"22,920,189,660",0.00%,99.98%,"22,920,189,660",0.00%,80.13%,
pool1jq7083uth03spzhg5ag6gfgg24ux6fjuhng8vj2wdz8jkukqvcl,,"22,653,969,070",0.00%,99.99%,"22,653,969,070",0.00%,80.13%,
pool1tdtzmmmak0tkte2j2hr223dfnqpdy85ypd66tddwywpeuknn2pn,CSWP2,"22,509,174,429",0.00%,99.99%,"22,509,174,429",0.00%,80.13%,
pool1u3p6z3r2g5s7mazc0wmx8v0cyjjasusght53zm4kj436vs3u2th,,"22,114,278,275",0.00%,99.99%,"22,114,278,275",0.00%,80.13%,
pool1wwjj0tcr6w9nvk0jpvnrqq9p7ukn7wux0h669wcw25t0zmx3zfh,,"21,927,758,500",0.00%,99.99%,"21,927,758,500",0.00%,80.13%,
pool1aqr4843pgkyaq6p2557vgnxsxwnj5s5em2xusf5k4ya4uzk3w5l,,"21,728,600,620",0.00%,99.99%,"21,728,600,620",0.00%,80.13%,
pool1t74ckqauwmn9ef5ye0h7c5wsgfd36zx24ue9wvj4vj95cl54aff,ORACL,"21,445,141,259",0.00%,99.99%,"21,445,141,259",0.00%,80.13%,
pool1qxpjz94fpwdwnltngf036yjkh63nrl55xkshug56aukqqwn6gsn,TW002,"21,400,996,897",0.00%,99.99%,"21,400,996,897",0.00%,80.13%,
pool13vc4ekwpky5vtnl8pyj60phkmwtv7gsthn4g525udt7mjycs85v,ANTRX,"21,198,916,526",0.00%,99.99%,"21,198,916,526",0.00%,80.13%,
pool1j3t6mhgndeuzqkpcj6csyxfhsr2fkgwknk6e4tjeeqhnc52fjc9,7SEAS,"20,863,998,172",0.00%,99.99%,"20,863,998,172",0.00%,80.13%,
pool1m9h0ndgxlgxa63wsszv7a6l4x8lur35wktlnrycme6t852xrq76,VVM1,"20,825,937,233",0.00%,99.99%,"20,825,937,233",0.00%,80.13%,
pool18cr7st8wvagllpgq23y70ncnejux2dmxrsdc45hyalk67e63jg6,XSY,"20,809,410,436",0.00%,99.99%,"20,809,410,436",0.00%,80.13%,
pool1t6stu46gth7awdlrdmxmjhgrk9rjhez9qfnlhkhfvf0fj4q3h2a,,"20,736,188,560",0.00%,99.99%,"20,736,188,560",0.00%,80.13%,
pool12d3th585ga2w593eu5zqnkahsnlczjpqxemjc0qhku7awnhvn8a,H3ART,"20,624,895,179",0.00%,99.99%,"20,624,895,179",0.00%,80.13%,
pool1ucmm6rgdta0sw4qrcj3vml4wsr8pld495pptuypxg2uuvvlqest,READY,"20,559,133,742",0.00%,99.99%,"20,559,133,742",0.00%,80.13%,
pool1rcdq9r6f0nwv376afk5dx3ugaumlhm4kx7g8tue74dlwgwsmd4l,GALT1,"20,527,671,710",0.00%,99.99%,"20,527,671,710",0.00%,80.13%,
pool1ecqt8vmkmu2mteqlkcxl4v6hp0ngzmgpx6k6wp2hp8tguq88u4l,,"20,497,620,862",0.00%,99.99%,"20,497,620,862",0.00%,80.13%,
pool1whzghlghkuqn8qf3ehpm3a4rugv0xxmgzau43zqer2awy2rngef,,"20,369,775,749",0.00%,99.99%,"20,369,775,749",0.00%,80.13%,
pool1gplusrfxc087ep94rata3m02qpyqa6a6g4wezxf4fwwnczzyg3l,,"19,932,488,851",0.00%,99.99%,"19,932,488,851",0.00%,80.13%,
pool18pnja3z8vfkw3sj578xetj3ujhyp2vmljezjg5es290awqmzq7g,BEACN,"19,845,923,237",0.00%,99.99%,"19,845,923,237",0.00%,80.13%,
pool1plgh3y74vhkj7l0wpxtnwtp22czfq004a69y40fptfg4kntvypm,,"19,825,023,073",0.00%,99.99%,"19,825,023,073",0.00%,80.13%,
pool14lr9ef5a22ng5xcu2rhpkkc86u5fp24r5gnj6hvnjxmsv8t8rtj,FRUIT,"19,662,588,206",0.00%,99.99%,"19,662,588,206",0.00%,80.13%,
pool1cjjtz6enkc76yytlf2zd86ngdu60e705vq7wq940ncu6506s6n2,,"19,639,639,941",0.00%,99.99%,"19,639,639,941",0.00%,80.13%,
pool1pwfdasxs7ht7878g99fnw86g7u77hqjvv4qgvr9jx6reznfrllj,Safe,"19,353,990,550",0.00%,99.99%,"19,353,990,550",0.00%,80.13%,
pool193eeqrm9vfx5y7d7u7766zskcr0ss0pnypy8sn30mlar29s49zv,,"19,342,897,179",0.00%,99.99%,"19,342,897,179",0.00%,80.13%,
pool1043kkcc2uwmdf76wg6jy80tkgwztzprep2rakyypmwc4637c2xe,BNP,"18,781,066,459",0.00%,99.99%,"18,781,066,459",0.00%,80.13%,
pool1ww3v7euue6vkzstk2gm5r2s9jsnj9zgtvvscfcmhwfxlzpfgap2,kowln,"18,083,506,410",0.00%,99.99%,"18,083,506,410",0.00%,80.13%,
pool17j4er5hpzkzyzpqzc98hxc7srvt5pvuye9q86mcrxluhjjj2aaj,PIXB,"17,993,313,316",0.00%,99.99%,"17,993,313,316",0.00%,80.13%,
pool1ydz2znwyh3409v55r3psgc70w2ykvqjkkagx3f5ep96vgp0vlmr,,"17,853,779,131",0.00%,99.99%,"17,853,779,131",0.00%,80.13%,
pool130hx49xrg3cjtdqnqegmn03z8fgu6juenyctws0feh6ekdy0fam,RAVEN,"17,780,560,579",0.00%,99.99%,"17,780,560,579",0.00%,80.13%,
pool19ddv2pe786q8zqjzvw50u60y2aau7wl76sg3pnkc4j92wcx2kp2,NEXUS,"17,751,668,099",0.00%,99.99%,"17,751,668,099",0.00%,80.13%,
pool15jh849vks9mctm28xe6kgz682vnlu0pzawvftl7ltjtvwpwp59s,GUAVA,"17,215,321,645",0.00%,99.99%,"17,215,321,645",0.00%,80.13%,
pool1ekyuhd48h9nnymqpx0c00taz6ygnsge4502r7e67clp7zy9cegv,CASIA,"17,215,026,720",0.00%,99.99%,"17,215,026,720",0.00%,80.13%,
pool1jmw0strgchxurvgamymrexjn2lypxslexaz0q7la3078vnple57,ADAC0,"17,087,143,254",0.00%,99.99%,"17,087,143,254",0.00%,80.13%,
pool1lptznmldt230m0ugku9ygx0jucm74y7sgmac4mu5x2x9jznr84r,HST,"16,638,426,514",0.00%,99.99%,"16,638,426,514",0.00%,80.13%,
pool1zgzyp6nt5084e8renptskpyaksd79uvl4hrfvnszpxyfzdt86k8,CBOSP,"16,427,714,276",0.00%,99.99%,"16,427,714,276",0.00%,80.13%,
pool13qppafmw3vq5rl4ewmxv7zy84x3rshx9sdczs0zq40cxu0dqkrg,CIEL,"16,411,269,598",0.00%,99.99%,"16,411,269,598",0.00%,80.13%,
pool1qd6mlgr6u0yp2ddxn7gd5jr6pcflu5md3sff4xyu2ngeu503jkd,ACGW,"16,318,140,922",0.00%,99.99%,"16,318,140,922",0.00%,80.13%,
pool10jd7mphm0mmrnfvyytzs3tfrmjmtkvalfx8nql7tae06v0rkjk3,DOS,"16,301,876,852",0.00%,99.99%,"16,301,876,852",0.00%,80.13%,
pool1jf32ru0d9mcre5pp7yundjdfcz8qlhmw4f5cftgh8vkqy8scj09,DXB,"16,275,745,877",0.00%,99.99%,"16,275,745,877",0.00%,80.13%,
pool14nzt6708j4jgu5f5ajxgp0pdfp42jqraum585dy2r7vt5zulyd8,BN1AU,"16,221,979,478",0.00%,99.99%,"16,221,979,478",0.00%,80.13%,
pool1hjszxsd493fmr99g2d8evnqlrlurscu00n8jv9mz8qm42f7jvln,RAINF,"16,188,245,142",0.00%,99.99%,"16,188,245,142",0.00%,80.14%,
pool1y0mz6yevqk34gk4tml37a62h69tg59sfz6vslzv4sf5fvsjhvpw,,"16,093,637,749",0.00%,99.99%,"16,093,637,749",0.00%,80.14%,
pool1fpkjz7j77m5ukhjx5xvspfttrs0578kyxa9hgn0458hk55wp784,,"16,048,296,063",0.00%,99.99%,"16,048,296,063",0.00%,80.14%,
pool1fftlhn68f3lejs2u39pcd5q33zgwnlumrp20dr6cqqkxwyuft2r,ARKA,"16,036,474,125",0.00%,99.99%,"16,036,474,125",0.00%,80.14%,
pool12qrgswlflndwp3met59zmuclqp4wryn4e9428gm7n8vwymnhvng,VALOR,"15,586,226,058",0.00%,99.99%,"15,586,226,058",0.00%,80.14%,
pool1k8w7ylxa542hwymnwmuumpnudz7j9ae582wqecxv9n24zu8fptq,DAO,"15,572,157,275",0.00%,99.99%,"15,572,157,275",0.00%,80.14%,
pool1d04sakv5um2c8yrp3lm9ncncupgl7f7zw0lz2yuz3jrzsxvf42n,,"15,444,899,811",0.00%,99.99%,"15,444,899,811",0.00%,80.14%,
pool1qcdw8uk5d9ehldhccy926u886qhr07xa354yrkamdde0qku53nx,ARMY,"15,262,611,783",0.00%,99.99%,"15,262,611,783",0.00%,80.14%,
pool1dwvtdk76v5vg99d8h2a28h5f94hy2zwcxnj576g6w90ezapqjyn,RKT0,"15,212,659,929",0.00%,99.99%,"15,212,659,929",0.00%,80.14%,
pool1d85unpsumsxmq4kfvy0prju3n983vp3ajuavmt2r5tyzw2jtpcw,TRIBE,"15,138,493,118",0.00%,99.99%,"15,138,493,118",0.00%,80.14%,
pool1w728ekz4fs2f33qmqf7047hvwsmarjrv5l575ncnh7hkc0zdhgz,LAKCV,"15,073,828,636",0.00%,99.99%,"15,073,828,636",0.00%,80.14%,
pool12a4mx8ztxg7dwatm6lmfm36q7eyygkt3y3h29tklvcp6vyxp0nt,,"14,785,014,207",0.00%,99.99%,"14,785,014,207",0.00%,80.14%,
pool1zyjvzvvkppsepsv4d75t2lmxt5p3cpn73pw7jk9gstxh78aa9ah,MYR,"14,680,319,919",0.00%,99.99%,"14,680,319,919",0.00%,80.14%,
pool1fdgzsd07tq6t7zd44na0a72kz6gpedp9avny02z7qsx9ywr3le7,,"14,672,962,870",0.00%,99.99%,"14,672,962,870",0.00%,80.14%,
pool15wwz2tj30xjerxstwjezhlp8nqqu8jyvxp0h6dj4kzdq6cgv3gv,VETS,"14,437,053,379",0.00%,99.99%,"14,437,053,379",0.00%,80.14%,
pool1k3mtxd2duy4848gx8knvlsas7w77f3k2cplwk6hjul72646fjte,QUACK,"14,420,188,426",0.00%,99.99%,"14,420,188,426",0.00%,80.14%,
pool10p7hdyghmkfuuxep4slslvjs2fk0hechqwadc2348e6g2x8hta6,SBPIO,"14,355,106,040",0.00%,99.99%,"14,355,106,040",0.00%,80.14%,
pool1knwd92dnngrypyvj3egguuxtl8g8elxarlvaqsyjewvh7sjla2g,,"14,144,899,478",0.00%,99.99%,"14,144,899,478",0.00%,80.14%,
pool177xu75tv2wqnz2cg879yekswm3wqqvwfgzhulkglrfksslsyj9r,PUP,"13,932,545,792",0.00%,99.99%,"13,932,545,792",0.00%,80.14%,
pool1g7757qwvwzpqn35xfxqmhmw3nz8xe8rcptuqqwkv3cfzk38gedd,eth2s,"13,839,468,452",0.00%,99.99%,"13,839,468,452",0.00%,80.14%,
pool1jyn6ynmz6qcpr48et0rkdk9j4vuyn6d0qdlsahc0jls8jrs708g,,"13,620,610,995",0.00%,99.99%,"13,620,610,995",0.00%,80.14%,
pool1p8gda4td9882kcllejstrzfh84n8cxts0j67dyuuamzdg85cf3a,ALL1,"13,584,230,396",0.00%,99.99%,"13,584,230,396",0.00%,80.14%,
pool1d2cl6yayuxp0wv0v7dtvu0s52vglg0x4z2lz27d6x4ewj72nk2a,,"13,574,730,253",0.00%,99.99%,"13,574,730,253",0.00%,80.14%,
pool1dde9jvej6nr4yqfnnlx5ydn036zv7yr098y4p2qs7cvn2l3kuj8,PWP,"13,547,846,476",0.00%,99.99%,"13,547,846,476",0.00%,80.14%,
pool1q8sll5g69z98q6mmu5teg7zn4fnlsqjyq898e6cxmec0cj9lk6r,MATRX,"13,408,015,848",0.00%,99.99%,"13,408,015,848",0.00%,80.14%,
pool1j5ukjmhn96jslmcd6k3ymj3vnjf3wpjn9sarhk7m7vtkv7ll2w3,REDH,"13,261,710,250",0.00%,99.99%,"13,261,710,250",0.00%,80.14%,
pool1qlkr6qu4mm38x77ldp2vnxn0gatgq4ernvvdw4pxze2tuyw5pfh,,"13,156,203,178",0.00%,99.99%,"13,156,203,178",0.00%,80.14%,
pool1q3xdrewrldt06rpjx6pzguzm847ujxnmajxrsr7dsthscz4htlv,MICRO,"13,075,453,987",0.00%,99.99%,"13,075,453,987",0.00%,80.14%,
pool13ew2l5glvzj6l8r0qkjqchxjyg7tzmv604zh4y68kvhf5x5skgu,ADALV,"13,063,327,966",0.00%,99.99%,"13,063,327,966",0.00%,80.14%,
pool1mc4h5pk0juqfd5lj08d09d9tfeyd86v7se4kq2jyu9j0jy8ey4y,,"13,052,278,210",0.00%,99.99%,"13,052,278,210",0.00%,80.14%,
pool1ztpwatlnzskuruwe7hxwvu6xjsv6l24835pyvpx7lslccy3xx9a,POOL1,"12,904,708,556",0.00%,99.99%,"12,904,708,556",0.00%,80.14%,
pool124lm97s6f4satl7xz0ulzgg6tv30tskry3zcntwrz68n60v5yne,SHARP,"12,845,150,992",0.00%,99.99%,"12,845,150,992",0.00%,80.14%,
pool1ft4z335t0eclqwlxdktam5wphf47swfpzgxe4fslnjz5y70hq2p,MDRS,"12,825,377,957",0.00%,99.99%,"12,825,377,957",0.00%,80.14%,
pool1570nv2jeglcq92gg0qmkyl5dwg92mj4374j4c7eagx47kdm0r4l,,"12,752,256,299",0.00%,99.99%,"12,752,256,299",0.00%,80.14%,
pool173ul998qx9wnukxsz4hs47fv3slu7zcympa7gkv4m9qp5fheyex,MUSIC,"12,735,994,746",0.00%,99.99%,"12,735,994,746",0.00%,80.14%,
pool14gw9d5yhxf5t6k68tqvpa95hragu78yuyr7lm9gz9d9dx2yz9s4,EUADA,"12,697,480,936",0.00%,99.99%,"12,697,480,936",0.00%,80.14%,
pool1vut3caulpx8eukzwy8xd5fyhst0w7x2frdfsacpzr3jzxduazh5,PNYX,"12,560,617,540",0.00%,99.99%,"12,560,617,540",0.00%,80.14%,
pool1yv4s4v3rjgzfwj4zxm8sy24e2vq6zaexp8eudyrk9rx7yhwaxke,,"12,457,455,168",0.00%,99.99%,"12,457,455,168",0.00%,80.14%,
pool1g5k0fks847av9zdayg05htnj8wx0ah7jmnwwqlt63rjdzyjr93n,ADAMS,"12,450,996,009",0.00%,99.99%,"12,450,996,009",0.00%,80.14%,
pool1lg4y9djpazcpaag230mawgx4w43vmld7xcd7rq35lpjvkn333nj,GRUNT,"12,421,419,815",0.00%,99.99%,"12,421,419,815",0.00%,80.14%,
pool15jkpn2jewgensrnulsm0kqtj58nauvgng0qvy2ux47jdwncsw9s,MERCY,"12,369,992,385",0.00%,99.99%,"12,369,992,385",0.00%,80.14%,
pool1ux4es4p8kfq3u4nax564ukcte2vzepsz68dkgg24k7l7xh5786v,XC0DE,"12,325,116,723",0.00%,99.99%,"12,325,116,723",0.00%,80.14%,
pool1prerctlrtn5e63m0zu5ydr2adaxpsypzj6wx3v8y44dsyj2lcwm,CADEN,"12,198,816,319",0.00%,99.99%,"12,198,816,319",0.00%,80.14%,
pool1u3v7s93f2d968a8kce6zgfmckfx56ly626jkml6jv7tgweplrn8,,"12,096,963,082",0.00%,99.99%,"12,096,963,082",0.00%,80.14%,
pool1749t2act40esvfj0w0g0ear7l3hrnjfc8l5rl8eznuh8vunjl86,,"11,989,637,312",0.00%,99.99%,"11,989,637,312",0.00%,80.14%,
pool1g6rugsgxrl7ylqnuw2qvma0kuk63wc4yv43a4tmw3qaawgu87c0,,"11,913,129,965",0.00%,99.99%,"11,913,129,965",0.00%,80.14%,
pool1pvsvhzqlrtmseg2mlk600hzs7zqztuqm4ytxyeupa2dyjzs33nr,,"11,642,837,161",0.00%,99.99%,"11,642,837,161",0.00%,80.14%,
pool192xshj2cu50qfy2pm5cck8lnm9lxv2tjquznqjdkkzw6y5hnzl6,STEEL,"11,625,848,783",0.00%,99.99%,"11,625,848,783",0.00%,80.14%,
pool13zkcgp7se22046p9gczt98au93dw85q2g7m3zany4kzf66y46x0,TERO,"11,530,049,713",0.00%,99.99%,"11,530,049,713",0.00%,80.14%,
pool1fgj2ua0rz4dkq0hmmkv7syuccda96slh40wex2w7vsnxujuvjtv,CUJO,"11,417,466,066",0.00%,99.99%,"11,417,466,066",0.00%,80.14%,
pool1kkwd6say8twq3z9e36v57adw02j2x52ascd6eumxy5zd66qm4fa,NDE,"11,271,452,921",0.00%,99.99%,"11,271,452,921",0.00%,80.14%,
pool1935erruagz8y3lkq5fycd7jk7ye9ldp86638nntmmwp9558jmhf,CASBA,"11,241,908,305",0.00%,99.99%,"11,241,908,305",0.00%,80.14%,
pool1pnsk7v8a4eyn9qtqev7k3clazzw2s66cpa850zprqlu5x5eqtuw,LKBH,"11,172,563,930",0.00%,99.99%,"11,172,563,930",0.00%,80.14%,
pool1yrycp4fjyd0al60xw826jdju35zazqmfny53r07efucuvlvnej7,,"11,124,857,359",0.00%,99.99%,"11,124,857,359",0.00%,80.14%,
pool1y0s5vwg2rdvfnynyhhgh08hdrd74p6rfhwxzvrxvfnrvjuddyf2,ILUKA,"10,982,938,929",0.00%,99.99%,"10,982,938,929",0.00%,80.14%,
pool1wngesrk9ju3x7fzmuqae49lp385k5khgmtz97rza629pwg86nlj,SKYW,"10,923,301,128",0.00%,99.99%,"10,923,301,128",0.00%,80.14%,
pool16zx2pradv3pdv6tkp2dnll3d7u8sdwld884f228xl62vy2msdt0,MORNE,"10,754,655,804",0.00%,99.99%,"10,754,655,804",0.00%,80.14%,
pool13ss25l908k5vqfw0aq2t66xr3hrvlqlsf4tfsmp59kyfxhfmah3,,"10,573,027,034",0.00%,99.99%,"10,573,027,034",0.00%,80.14%,
pool1lg4pepngyq03jdkskr3689pv4a4djra9q8nkzu6hwtzezwanhyn,CDTRN,"10,551,383,033",0.00%,99.99%,"10,551,383,033",0.00%,80.14%,
pool1kzf7zw2y05e7lyd7ht0nluh39fzmurm2wuvshvut6l6twu0el44,キティ,"10,549,814,170",0.00%,99.99%,"10,549,814,170",0.00%,80.14%,
pool1c4tqc60574fgcyqdy53vyv4dusjpj2zd9grm65avn6cz7equ0g6,EIP,"10,481,775,495",0.00%,99.99%,"10,481,775,495",0.00%,80.14%,
pool1rpdfq9gm9ls0q8tnc2ssnpg5av3hm5ehktul7cfznjvjxyku2k6,PADA,"10,387,883,317",0.00%,99.99%,"10,387,883,317",0.00%,80.14%,
pool142cpn2gm89q72srv9pt7jtt7p7yg43a8ltfqhz3jp3t3xuh7x48,QUASR,"10,332,502,152",0.00%,99.99%,"10,332,502,152",0.00%,80.14%,
pool1rx2745qj65qrgcutmpydv9k3ld930puq52t7skcd3ennqh550zc,KUNI,"10,285,682,325",0.00%,99.99%,"10,285,682,325",0.00%,80.14%,
pool1wc2vw2x2xu2van4acthhk08xtucm8ddpuphmw0ahnc99qtz4a64,CRBN,"10,234,624,867",0.00%,99.99%,"10,234,624,867",0.00%,80.14%,
pool1mh5qagd86gndurjs44k9dwurktdr7rra9prm5wwf09c77cwwaqw,CPATH,"10,175,696,117",0.00%,99.99%,"10,175,696,117",0.00%,80.14%,
pool19gz6ffzagyh9daymscvyc64maq2xf4s05w5upthferlnwd7vgr8,SAK01,"10,137,954,961",0.00%,99.99%,"10,137,954,961",0.00%,80.14%,
pool1dhugawja82wkmrq0lhd24uyrhm02v7grdhnren9r2qgujsh5kml,NACHO,"10,013,047,291",0.00%,99.99%,"10,013,047,291",0.00%,80.14%,
pool1aq6sd3kr3cnjk995tfthhyf0suth3rm547kp6pv35z7wgqu6twn,BNP,"10,012,191,558",0.00%,99.99%,"10,012,191,558",0.00%,80.14%,
pool1wmyr8pp6f3rll0hdxed6e8kkxzvj9ur0ecc45sttan3fqcfldcm,,"10,010,883,882",0.00%,99.99%,"10,010,883,882",0.00%,80.14%,
pool16e0qmln8gvtnjcpcvgvjdlhcnsz6z95uw90c58t50qfkc6rqek6,HENRY,"10,000,033,939",0.00%,99.99%,"10,000,033,939",0.00%,80.14%,
pool1vygvrczrlzapm25qf8w3cxz4gxv2azrp43xj6538tt225jjfcpw,,"10,000,000,000",0.00%,99.99%,"10,000,000,000",0.00%,80.14%,
pool16y2dn9e7cw07wtergytxr36qlydfe7aj92xhv59e6pzezgwxtv8,,"9,913,172,904",0.00%,99.99%,"9,913,172,904",0.00%,80.14%,
pool1v8cx78z8fqu4438vcmg20qlp4qujks8mrrlrcer6aa4f6eg9u2k,,"9,665,378,771",0.00%,99.99%,"9,665,378,771",0.00%,80.14%,
pool1dye0sw6hv4jee7wemgc6dnxhaquuz7sxkktz2tpm2ekcsqyyj9l,XMEGA,"9,642,330,016",0.00%,99.99%,"9,642,330,016",0.00%,80.14%,
pool140xj040w37pcufxdhpjne03sn2rd0fxys4m2c0sgjw5pqjnlx8f,LAKE,"9,611,906,213",0.00%,99.99%,"9,611,906,213",0.00%,80.14%,
pool1ycksh8m4ees8jf6f9muvpqxmprj7j2wk72h2qxcn7ykswv408w6,,"9,415,949,045",0.00%,99.99%,"9,415,949,045",0.00%,80.14%,
pool1h6l7mhtqqvkgq5hyvkrjrrwddulx7zc6mxlrsezsspymckuuext,Trump,"9,387,848,654",0.00%,99.99%,"9,387,848,654",0.00%,80.14%,
pool1adryduxm4puhn67tuxys7rhvdleee6gw5pc9ufnwwzp8k2wjc2z,,"9,308,804,645",0.00%,99.99%,"9,308,804,645",0.00%,80.14%,
pool1qlpen2kkw8yc0pjyjjcg4zlswhrahf73f99y3ae85kjy6leqk7l,FOFA,"9,202,652,806",0.00%,99.99%,"9,202,652,806",0.00%,80.14%,
pool1l3u6jww4npkx2e0utcsmkhwjjgnp43w62exrqwzm8wudg0457e5,ACE,"9,157,678,697",0.00%,99.99%,"9,157,678,697",0.00%,80.14%,
pool1xmn8ag7jctcpdqk9jtrzk9s7qgs4f3cehkxhtelgpag6c7fjxdm,,"9,074,692,322",0.00%,99.99%,"9,074,692,322",0.00%,80.14%,
pool1fu6ppur5uumrpydpeswzrvfg4epr68xw39aar9rcu56tk5ukat3,,"8,956,278,597",0.00%,99.99%,"8,956,278,597",0.00%,80.14%,
pool12cmz6vtm43tztqck4xnayhpmeml4ljxutvuexhwgsvrpwllnscv,PUWSP,"8,898,959,316",0.00%,99.99%,"8,898,959,316",0.00%,80.14%,
pool1n20x3spgcj72k0azl85gxt72qzr2eq7sr53tlmwdg8wrz60ynzn,MAMAK,"8,859,727,556",0.00%,99.99%,"8,859,727,556",0.00%,80.14%,
pool1ks49mpnl7mhh4eqa7ff3krhqa8nnx7gx04cawe46qnjeufawr5z,MOGA,"8,726,280,813",0.00%,99.99%,"8,726,280,813",0.00%,80.14%,
